id,title,abstract,content,s_content,t_content,img,lasttime,ref,click,share,good,edittime,tag,items,lemmaID,editor_goodVersionCount,editor_commitPassedCount,editor_level,editor_featuredLemmaCount,editor_createPassedCount,editor_commitTotalCount,editor_experience,editor_passRatio,flag
1669,迅驰,100,923,0,0,1,2018-09-25,1,206449,75,161,7,1,1,113497,281.143,244768,7.28571,165,11607.3,249590,613634000,78,0
1670,Xbox 360,180,7645,7,4,3,2018-07-28,1,313422,8,22,7,0,1,1018226,0.142857,1233040,3.14286,0.714286,34949.6,1420850,-1363,60.2857,0
1671,PlayStation 2,231,11119,11,22,8,2018-06-08,3,144556,3,33,4,2,1,982452,0.25,1101020,3.5,1,52280.5,1265560,4938.5,83.5,0
1672,北京人民艺术剧院,521,5824,6,13,11,2018-10-14,6,846489,844,1513,92,4,1,113557,13.04,363557,4.2,11.4,3020.96,416675,36956.1,71.52,0
1673,术士,130,7673,7,0,7,2018-08-15,1,1138995,61,692,11,1,37,12801144,25.7273,569203,5.54545,8.27273,8169.64,633063,390456000,83.6364,0
1677,香港青马大桥,234,7246,13,10,10,2018-07-18,4,277252,26,315,65,4,1,4223338,8.4,251178,5.04,7.64,3929,279809,171806000,84.12,0
1680,青霉素,233,14057,2,19,4,2018-08-03,10,6336546,246,3576,196,2,1,113678,1.52,7126.8,4.84,1.56,549.4,7440.36,6901.36,78.12,0
1681,阿莫西林,158,8681,4,22,0,2018-01-03,5,11357754,293,3450,135,1,1,113694,4.32,6847.64,4.4,2.92,209.08,7442.08,6037.76,72.8,0
1682,开门七件事,116,3470,4,0,3,2018-06-06,3,153213,9,368,34,3,1,113712,36.2,651344,5.16,10.56,11259.5,733023,343629000,75.44,0
1683,可视电话,82,3339,3,12,1,2018-09-17,1,188849,81,535,33,5,1,113732,1.16,652212,4.56,2.4,8721.68,733879,343599000,71.56,0
1684,网络电话,201,3815,5,2,0,2018-06-06,1,1516305,64,2449,220,3,1,113750,26.32,173445,5.64,5.88,1503,199952,6488.64,60.04,0
1685,阿里埃勒·沙龙,296,10016,5,0,7,2018-10-13,7,517772,32,587,71,3,1,113770,2.4,341233,3.44,1.12,2883,393998,561.12,83.36,0
1686,三教九流,114,1473,2,4,2,2018-06-05,4,1957904,1099,4014,125,3,1,1027,6.24,170772,3,6.32,1428.56,197343,866.6,63.28,0
1687,三十六行,38,93,3,0,2,2018-07-19,0,67055,5,118,31,3,1,113796,4.52,326139,5.04,4.4,5863.08,355273,343605000,82.12,0
1688,数九,270,5154,6,10,5,2018-07-27,1,3105287,228,938,75,2,1,113816,0.76,266922,4.72,0.84,4302.8,295215,171813000,78.92,0
1689,毛泽东,280,20698,5,8,14,2018-08-01,26,73410299,12944,327618,28,6,15,113835,924.08,242848,8,181.84,5883.36,270569,171860000,92.64,0
1691,鞭炮,177,6489,9,12,8,2018-06-06,0,622294,386,3033,148,2,4,113861,0.48,239171,3.24,0.6,3633.56,267835,171801000,68.68,0
1692,月光族,341,10211,8,12,5,2018-09-17,5,878857,61,1673,82,3,1,113878,6.08,348903,3.32,4.96,2918.76,402097,17425.6,73.72,0
1693,朝九晚五,105,280,5,0,2,2018-09-14,0,1000818,1677,2809,34,1,6,54266,29.56,476380,5.2,0.64,7232.24,531788,343612000,84.48,0
1694,自由职业,363,2815,3,0,2,2017-07-29,1,757933,1729,9918,38,3,1,113905,17.4,145968,5,12.8,4391.72,148836,343607000,77,0
1695,蓝领,163,2808,5,0,6,2018-06-06,1,993123,33,1270,64,3,1,113925,0,243851,2.56,0.04,3578.68,271559,171799000,58.56,0
1696,白领,71,11189,14,19,9,2018-06-06,0,2141642,181,2951,174,2,5,80608,42.72,241407,5.32,17.88,4035.4,269295,171812000,82.36,0
1697,身份证,307,16525,12,26,10,2018-09-10,30,7528061,279,6712,297,1,1,113951,13.16,514965,4.24,13.64,4593.92,594043,6392.84,73.04,0
1699,粉领,73,4479,6,9,7,2018-09-17,1,228953,130,795,34,4,1,113989,0.6,881067,4.56,0.8,12164.6,990284,515397000,80.08,0
1700,五一国际劳动节,261,5399,5,4,4,2018-06-07,4,7246011,1134,21684,184,9,1,810559,10.8,258940,5.48,6.12,3695.64,287087,171805000,81.72,0
1701,绝学无忧,148,2609,3,5,3,2018-09-17,0,93419,9,278,42,2,1,114027,2.12,242304,4.36,1.84,3626.36,270212,171803000,80.2,0
1704,国际足联世界杯,509,17604,10,18,30,2018-08-13,18,5668088,528,885,141,5,4,7872861,11.16,176637,6.36,10.08,3134.88,203080,14995.9,90.92,0
1705,厄尔尼诺暖流,465,8747,10,0,7,2018-07-02,11,2190490,171,1286,103,6,2,1440287,10.76,203654,4.32,9.68,1605.6,230282,6711.96,78.68,0
1706,因特网,153,12744,9,20,0,2017-06-23,2,1528932,800,7600,86,4,1,114119,6.56,3623.4,3.64,7.56,165.4,3704.4,3615.84,84.32,0
1707,gnu宣言,92,20779,2,0,0,2018-06-06,1,15051,83,133,8,0,1,114138,0.25,530405,2.75,0.125,4448.38,612504,-2694.25,72.375,0
1710,愚人节,293,12400,7,2,11,2018-09-04,6,5783195,563,9193,287,1,7,114199,4.04,549246,4.76,4.92,9586.72,605898,515410000,82.96,0
1712,汉字,527,18258,6,19,20,2018-09-24,5,3447422,552,20763,667,4,1,114240,0.28,171549,3.28,0.4,1433.84,197934,1052.6,74.56,0
1713,国家高技术研究发展计划（863计划）,456,19505,8,26,13,2018-10-14,11,1156643,121,1305,62,1,1,9529335,12.12,236292,3.6,7.84,3648.92,263901,171802000,80,0
1714,纳米,124,9260,10,17,11,2018-10-02,2,1751866,150,4302,53,1,2,410859,0,171281,2.2,0.04,1424,197899,-586.24,83.32,0
1715,阿波罗计划,290,16570,10,12,17,2018-01-01,11,980390,67,2775,181,2,2,114281,23.52,92030.8,8.04,20.4,2861.48,94025.2,171914000,87.44,0
1721,背景,69,699,3,0,2,2018-06-21,1,860386,90,850,62,4,2,114379,117.08,260660,5.28,6.04,4189.28,288675,171813000,77.8,0
1722,乙醇,363,18989,13,25,4,2018-06-29,24,6623119,247,4655,416,3,1,135334,57.56,345553,4.88,44.44,3086.16,398318,47097.9,77.84,0
1724,诺基亚,610,21496,7,21,19,2018-10-08,80,12770511,387,22019,1030,9,1,114431,7.88,513580,4.08,8.16,5964.12,592407,7632.12,82.2,0
1725,铊,205,6851,8,10,4,2018-06-11,14,1381546,205,2486,129,1,2,85146,29.04,347670,4.48,18.16,3028.4,400428,10469.6,83.52,0
1726,普鲁士蓝,113,2127,8,0,4,2018-03-22,5,650309,214,1925,58,2,1,114457,8.68,2213.88,3.36,4.4,20.04,2329.2,5325.16,85,0
1727,氰化钾,145,2840,4,9,1,2015-10-14,4,3728863,257,7165,44,1,1,114478,106.92,272721,7.16,0,8745.04,278055,687257000,80.28,0
1728,氯化钠,233,7653,8,21,3,2018-09-29,9,3003736,130,3830,294,4,1,114496,0.68,5055.08,3.84,0.72,147.32,5244.92,4104.96,72.44,0
1731,氢氧化钠,296,8122,8,19,7,2018-09-03,24,5876092,318,9730,521,2,1,114556,0.4,338721,2.92,0.48,2838.92,391257,-1383.04,85.4,0
1734,臭豆腐,303,8689,7,16,14,2018-08-26,1,2440321,739,4425,282,3,3,24468,15.68,176019,3.36,14.56,1444.72,202541,4585.52,75.08,0
1738,酸儿辣女,200,5177,3,4,2,2017-02-28,4,752156,22,271,26,2,2,114642,19.52,242448,4.48,11.76,4170.16,270281,171824000,80.68,0
1739,炒鱿鱼,34,2536,9,0,5,2018-01-03,1,363612,38,871,15,1,2,6436534,3.73333,570543,3.46667,1.6,5127.87,658276,7431.53,73.7333,0
1740,缠足,241,20312,5,14,2,2018-07-31,44,1935573,310,3814,261,4,3,539751,3.16,2096.6,4.92,3.04,71.6,2220.12,5875.84,97.6,0
1741,胡说八道,94,1354,4,0,2,2018-07-27,2,216462,41,350,53,3,1,114680,0.84,85592.3,5.36,0.72,2283.48,87308,171816000,78.48,0
1742,膝跳反应,95,747,3,0,1,2017-09-15,1,91385,693,1118,18,3,1,114697,0.277778,327136,3.61111,0.333333,5072.22,365540,238611000,81.4444,0
1743,bug,147,2240,5,2,5,2018-06-05,2,4300202,119,12836,158,2,4,32708,0,175367,2.84,0.04,1434.4,201810,534.12,75.92,0
1744,sos,204,5091,3,12,4,2017-06-04,0,1380368,6584,25591,92,1,12,656,0.12,2545.48,3.08,0.2,31.72,2648.6,1451.56,80.44,0
1745,降雨量,108,2723,3,7,2,2018-09-06,4,736514,49,826,45,5,1,114730,4.32,376644,3.88,2.8,2891.72,430368,1166.48,76.72,0
1746,桑拿,122,5754,9,15,6,2018-06-05,0,1616739,154,1164,109,3,2,51861,0.2,170371,2.96,0.28,1486.24,196694,541,75.36,0
1747,蜜月,107,6376,7,14,9,2018-09-14,0,334200,100,590,47,1,13,46058,2.6,410534,3.6,1.2,5021.48,464655,171799000,78.4,0
1749,太空杯,70,1441,4,7,3,2017-11-29,0,222875,29,438,42,2,1,114787,0.2,204157,3.48,0.2,1420.56,230711,2220.6,80.04,0
1750,新石器时代,467,6080,7,15,8,2018-09-12,6,1269150,149,1311,133,4,2,21432,19.92,527773,4.68,12.6,4347.88,607469,6837.64,85.4,0
1751,周恩来,240,10958,5,0,13,2018-09-04,6,37670668,3604,165321,39,5,1,114814,484.64,700976,9.48,91.16,20040.9,737515,1374430000,85.56,0
1752,陈独秀,608,11313,7,12,10,2018-10-15,13,9145467,567,10289,366,4,1,114833,1.24,170592,3.76,1.44,1444.2,197114,1335.6,79.4,0
1754,营养配餐,287,4022,5,13,7,2018-06-06,2,143304,225,852,28,2,1,114857,42.96,370186,6.08,9.8,9013.4,400479,515409000,85.56,0
1755,ddn,220,4456,8,8,7,2018-06-06,1,296297,42,545,36,4,1,114875,11.12,640961,4.48,1.6,8685.92,722376,343599000,77.32,0
1756,cosplay,164,18842,9,18,9,2018-08-31,3,7538615,330,13568,143,1,2,114892,22.52,248084,5.32,15.88,3901.84,275955,171813000,77.4,0
1757,波西米亚风格,409,4328,8,8,8,2018-06-06,0,674586,61,1042,45,1,2,81001,15.12,344760,4.4,5.52,3336.2,397484,5747.68,83.2,0
1760,电驴,338,11490,9,11,20,2018-06-06,7,2629258,87,6552,145,3,1,114950,6.64,184769,4.2,7.12,1751.2,211346,6566.96,79.4,0
1762,明末三大案,466,7845,4,12,1,2018-08-12,2,54547,7,120,7,0,1,2476642,42.4286,238707,7.28571,44.2857,7822.57,243393,613589000,77.1429,0
1763,清末四大奇案,132,5970,4,12,1,2018-10-06,1,926142,36,924,50,5,2,114995,2.76,424631,3.96,3,5007.52,478788,171800000,79.4,0
1764,雪茄,146,16752,10,17,8,2018-10-13,2,3656388,184,3495,160,1,1,115013,14.52,179050,3.56,12.28,1492.16,205578,20121.6,77.08,0
1765,反物质,177,18813,4,0,6,2018-09-06,8,2882207,178,10395,246,5,1,115035,0.32,179433,3.04,0.52,1453.68,205937,1535.12,83.44,0
1767,质数,57,11225,11,18,2,2018-09-26,3,12488628,746,17057,647,3,1,263515,0,169667,3.96,0.04,1486.36,196056,427.96,88.96,0
1768,水货,152,14266,10,13,2,2018-06-24,0,2216426,768,6825,102,1,2,1406,0.04,236570,3.56,0.04,3582,264316,171800000,76.76,0
1769,朱德,106,9966,5,8,17,2018-10-06,25,19986685,1296,26194,21,5,1,115094,107.857,283929,6.33333,0.380952,4783.19,316919,204534000,85.9524,0
1770,刘少奇,203,7994,5,0,30,2018-03-19,6,15366132,959,29808,23,4,1,115115,58.6957,763974,9.86957,25.5217,20917.1,803764,1493930000,84.7826,0
1771,宋庆龄,249,9962,4,0,10,2018-08-29,11,16684080,1128,48898,12,3,1,115132,57.3333,492852,6.25,11.75,7698.42,550307,357924000,87.1667,0
1772,瑜伽,472,18053,12,22,8,2018-06-06,4,8928313,673,9313,675,2,2,115154,10.96,176694,3.48,11.24,1762.72,203258,6698.92,60.64,0
1773,董必武,201,4981,5,0,9,2018-09-04,2,3390780,564,4447,11,3,1,115172,4,984793,8.27273,0.636364,23144.3,1056120,1561820000,81.8182,0
1774,四驱车,391,4709,4,4,3,2018-03-23,0,687660,59,988,39,2,1,115190,94.68,314356,7.04,57.32,6338.92,343729,343633000,83.92,0
1775,李先念,459,12554,3,0,6,2018-03-01,5,9805601,508,8851,17,3,2,115208,6.41176,735350,8.47059,1.76471,18518.6,783448,1263240000,83.6471,0
1776,乌兰夫,264,8159,4,0,1,2015-09-16,2,3094235,287,1908,9,3,1,115227,15,839140,7.11111,11.7778,16965.8,919235,954452000,84.1111,0
1777,杨尚昆,150,8534,6,0,9,2018-03-19,7,8397317,594,5692,27,4,1,115245,50.44,576461,9.32,17.96,15141.1,610697,1030810000,89.84,0
1778,白皮书,125,3074,5,0,2,2018-06-23,1,2997296,118,2916,290,3,1,115264,0.04,174657,2.4,0.08,1422.6,201064,43.24,66.08,0
1779,王震,263,6098,5,0,2,2018-09-16,3,7739366,252,5709,15,3,25,79107,28.1333,834114,8.86667,16.7333,21125.5,888613,1431670000,85.3333,0
1780,白色污染,129,5558,10,4,9,2018-09-16,2,1058972,273,8143,162,3,2,77601,4.72,343631,2.48,4.56,2862.8,396270,-249.56,88.16,0
1782,荣毅仁,160,6161,5,2,2,2018-03-19,7,4684920,165,3421,14,5,1,115316,56.7857,238889,8.28571,41.4286,8238.57,243597,613589000,91.3571,0
1783,多罗贝勒,134,1758,5,0,2,2018-08-24,2,456309,28,171,23,3,4,3796879,3.3913,409192,5.95652,1.73913,8816.96,442368,560239000,76.1304,0
1784,胡锦涛,139,1588,3,0,1,2018-08-29,4,40933080,2152,93611,45,3,1,115347,100.72,686065,5.96,26.2,6475.76,791403,12807,85.88,0
1785,吴邦国,128,801,2,0,1,2018-07-11,2,5278352,145,4911,22,3,1,115364,7.27273,493895,7.13636,1.27273,11883.3,529656,780915000,89.4545,0
1786,波美度,46,1946,4,0,2,2016-12-19,0,413190,146,1434,27,2,1,115382,2.28,239471,4.28,1.6,3658.2,267129,171802000,74.16,0
1787,温家宝,96,710,3,0,1,2018-07-11,3,17589047,943,50558,26,4,2,115402,24.2,502040,8.04,11,12854.9,534808,859011000,88.8,0
1788,博士后,261,9938,7,9,3,2018-06-06,1,2588111,623,3991,92,1,1,115420,3.32,240475,4.28,1.68,3624.6,268340,171803000,79.4,0
1789,参差荇菜,54,454,2,0,2,2017-09-18,0,113185,18,131,9,2,1,115442,22.1111,215081,6.55556,23.6667,6045.11,219578,477233000,87.2222,0
1790,错觉,129,11850,5,20,15,2016-01-18,1,450817,4302,9201,47,5,17,4689,24.36,12726.4,5.48,2.44,519.68,13122.8,18759,82.4,0
1791,贾庆林,118,719,2,0,1,2018-07-11,1,5309467,118,2619,18,3,1,115468,13.0556,368242,7.55556,3.72222,12533.5,375463,954453000,91.3889,0
1792,曾庆红,112,1276,3,0,2,2018-08-29,2,9292905,697,5690,20,3,2,19630,14.4,461702,7.55,3.85,10432.9,499427,644262000,89.05,0
1793,黄菊,185,1615,4,0,1,2018-08-30,5,9175746,548,5108,18,3,1,115494,5.27778,695572,8.61111,0.0555556,17432.3,740999,1193060000,89.1667,0
1794,吴官正,91,637,3,0,1,2018-09-17,5,3666228,63,2073,15,3,1,115514,21,1004620,7.53333,9.06667,19451.4,1100690,1145340000,85,0
1795,李长春,92,563,2,0,2,2018-09-17,1,5207209,131,1868,21,3,26,115533,77.1429,797565,7.42857,0.142857,17255.1,867843,1022630000,85.4286,0
1796,罗干,83,742,2,0,2,2018-09-05,1,2742842,83,1140,14,3,1,115552,3.21429,1076490,7.42857,0.142857,20779.3,1179400,1227140000,84.5714,0
1799,何叔衡,239,3451,3,0,3,2018-09-05,4,902017,47,927,11,4,1,115598,47.4545,1385450,8.81818,35,27034.4,1516620,1561830000,81.1818,0
1800,李大钊,186,5560,4,0,6,2018-08-30,2,7236767,645,61390,17,3,1,115618,2.82353,1467560,10.4706,0.235294,36050.5,1563580,2526470000,80.4118,0
1802,等离子,158,4221,2,9,6,2018-09-18,4,821606,182,2399,105,3,1,115653,1.04,404600,3.28,1.16,5020.28,458433,171799000,83.72,0
1803,王尽美,93,6188,2,4,3,2018-09-18,6,603661,39,1151,5,2,1,115672,8.6,1176390,6,0.2,18248,1314110,858999000,80.4,0
1804,谭平山,242,12975,2,8,4,2018-09-18,5,773424,52,338,12,4,1,115693,19.3333,981201,5.66667,13.6667,15091.9,1095950,715834000,73.8333,0
1805,多普勒效应,419,7140,7,3,6,2018-09-26,2,1762808,434,3463,119,4,1,115710,18.4,173150,3.8,16.64,1510.44,199584,4444.68,84.04,0
1806,邓培,74,3367,2,0,4,2018-09-17,4,45818,2,86,4,3,1,115729,10.75,1058350,3.75,0.25,9316.75,1222520,-1068,80.25,0
1808,哥德巴赫猜想,556,2994,3,4,2,2018-06-06,1,4441111,586,17614,435,2,3,72364,23.16,577704,4.96,14.4,6493.8,657940,171804000,79.2,0
1809,工业增加值,241,5923,4,13,2,2018-07-24,1,1003571,95,891,34,3,1,115776,1.08,575210,3.64,1.24,6433.56,655509,171798000,67.76,0
1810,王荷波,113,5615,2,0,3,2013-09-11,2,207344,19,279,6,2,1,115794,7.16667,550796,8.33333,0,18313.2,561524,1431670000,88,0
1811,高君宇,138,4496,3,0,3,2018-09-06,3,389879,338,1258,15,3,1,115814,13.7333,705907,5.06667,11.8667,8487.2,795978,286335000,84.9333,0
1812,叶剑英,352,11300,4,9,18,2018-09-17,6,13420764,553,11512,21,3,1,115833,102.286,1157070,8.95238,30.3333,23474,1261670,1431680000,74.6667,0
1814,彭真,166,3671,6,0,4,2018-09-17,5,2759289,152,1774,13,3,1,115871,117.923,906826,6.84615,1.53846,14463.3,1012820,660778000,82.1538,0
1815,绕口令,160,11793,8,23,3,2018-10-06,10,1985824,234,2680,88,1,5,1403,21.8,418680,4.56,16.08,5641.24,472723,171808000,80.84,0
1817,万里,233,3048,4,2,5,2018-09-18,12,6417287,323,4370,21,3,8,115915,127.095,600723,9.66667,25.619,15785.4,639758,1022640000,89.7619,0
1818,零冠词,123,2390,2,0,2,2018-07-06,0,193361,161,1307,47,2,1,115933,0,404191,2.72,0.08,4999.88,458001,171798000,84.4,0
1819,绿卡,64,9863,3,13,7,2018-08-05,4,2733296,337,3782,81,1,2,65806,1.04,239126,3,1.08,3585.56,266843,171800000,78.08,0
1820,氯酸钾,259,3337,9,6,2,2018-06-06,12,943859,37,2488,141,3,1,115962,22.72,174296,3.68,1.6,1508.04,200741,29067.4,83.92,0
1821,乔石,202,6122,5,0,7,2018-09-18,8,6550483,114,3878,19,3,1,115981,93.5263,711775,8.36842,6.73684,12974.2,786057,678174000,88.2632,0
1822,李鹏,102,1215,5,0,2,2018-09-18,3,12493795,538,6512,35,3,75,115999,86.44,540012,7.76,13.28,10212.8,596548,515416000,85.84,0
1823,邓颖超,243,3457,2,0,6,2018-09-18,2,8089897,381,18245,13,3,1,116019,3.30769,1411830,8.84615,0.153846,30511.7,1527550,1982300000,80.8462,0
1824,陈云,365,8755,4,12,13,2018-08-30,7,7278240,794,7321,43,3,25,26156,42.48,239236,5.8,6.72,4140.04,267031,171807000,83.24,0
1826,曹刚川,113,759,2,0,1,2018-09-05,1,3284848,506,2006,15,4,1,116065,203.467,897724,8.26667,4.73333,16515.7,991777,859018000,82,0
1828,彭德怀,507,10573,6,16,13,2018-09-18,4,19018702,1131,23185,107,5,1,116102,103.88,938100,10,3.24,26419,1002480,1546230000,81.88,0
1829,聂荣臻,125,12958,8,14,10,2018-08-22,29,7441285,523,12582,89,3,2,116123,74.12,2137.08,4.96,5.92,226.28,2326.4,8040.48,72.28,0
1831,陈毅,256,5957,7,11,3,2018-09-12,11,8397531,1071,10689,171,3,10,22586,11.88,170646,4.28,12.48,1464.92,197002,4737.64,82.92,0
1833,邓小平,373,12683,7,24,3,2018-08-01,32,37220482,3768,69920,53,2,5,116181,273.68,241362,8.08,45.36,5345.76,269106,171831000,90.24,0
1835,林彪,285,12428,5,14,6,2017-10-17,14,27065572,1150,32915,17,5,1,116221,504.588,104126,7.23529,8.47059,4731.65,106255,252674000,88.2353,0
1837,毛岸英,100,2719,4,7,8,2018-08-31,1,9334509,756,18660,86,2,2,56,94.32,876035,5.44,6.2,12684.5,984991,515405000,79.44,0
1838,逻辑,208,1104,5,4,2,2018-09-03,1,1344455,132,2734,158,2,5,543,19.52,9142.88,3.8,15.28,39.56,9414,6199.2,72.04,0
1839,李铁映,110,805,2,0,1,2018-09-17,2,2324683,354,1251,22,2,1,116275,12.2727,345575,6.27273,7.86364,7021.18,378542,390462000,80.9091,0
1841,朱镕基,99,1200,3,0,2,2018-08-31,2,23829934,584,101064,23,3,1,116302,77.4348,943895,9.26087,3.26087,22474.6,1012150,1493920000,82.5652,0
1842,李瑞环,144,1570,3,3,5,2017-07-24,4,7513469,258,4237,13,3,1,116321,3.46154,508396,8.15385,0.0769231,16817.7,518289,1321540000,85.9231,0
1843,王乐泉,67,595,2,0,3,2018-09-05,3,2492306,28,881,19,3,1,116340,2.63158,793766,7.26316,0.105263,15522.5,869625,904214000,86.8947,0
1844,王兆国,106,919,2,0,3,2013-03-14,2,2593725,96,705,13,3,1,116360,3.92308,381670,7.38462,0.769231,12752.9,389095,991159000,91.1538,0
1845,司马义·艾买提,170,2402,4,0,3,2018-10-16,4,560001,25,406,15,3,1,953919,23.6,226315,7.93333,22,8941.47,230916,572689000,80,0
1846,回良玉,87,983,3,0,2,2018-07-10,3,4182216,68,1916,17,3,1,116395,4.58824,196433,7,1,6834.12,200269,505303000,91.8235,0
1847,刘淇,122,622,2,0,1,2018-09-04,2,2984808,426,1606,26,4,1,116416,2.16,596838,5.08,0.12,6598.72,677570,171802000,82.48,0
1849,丁石孙,100,0,2,0,3,2018-09-17,2,330836,27,407,9,4,1,116452,4.77778,1489520,7.33333,0.222222,26095.7,1646040,1431660000,77.5556,0
1850,刘云山,105,743,2,0,1,2018-07-10,3,15272017,538,2639,37,3,3,116471,19.56,4145.2,7.32,11.08,853.56,4313.2,15172.1,96.64,0
1851,成思危,259,3759,7,7,2,2017-09-16,9,1278642,146,1449,71,5,1,116488,19.56,73273.7,6,10.16,3449.64,74763.7,171815000,84.44,0
1852,许嘉璐,270,1073,3,0,2,2017-06-06,7,433546,14780,25219,18,3,1,116507,50.6111,282642,7.94444,39.2222,9497.44,288672,715849000,89.0556,0
1853,吴仪,102,612,2,0,1,2015-02-05,2,4968278,1029,7300,11,3,1,116524,28.4545,685820,7.27273,12.7273,13551.1,751372,780917000,83.6364,0
1854,蒋正华,80,929,2,0,3,2015-09-30,2,215579,29,224,8,2,3,116541,8.375,414062,8.125,2.375,13846.4,422150,1073760000,89.625,0
1855,张立昌,103,6984,4,0,4,2015-09-16,2,764339,59,338,11,3,2,45593,212.273,157038,7.36364,0.909091,8030.91,160347,390482000,89.2727,0
1856,顾秀莲,81,2340,2,0,3,2014-03-17,4,1041231,22,400,8,3,1,116566,5.375,941360,6.875,0.125,18175.8,1031440,1073750000,81.125,0
1857,热地,81,585,2,0,1,2018-07-10,1,212060,11,178,8,3,1,116587,22.25,415205,8.875,8.375,14131,423311,1073760000,89.5,0
1858,张德江,102,694,2,0,1,2018-07-10,5,18480470,1405,6811,52,3,3,116605,34.2,6008.36,7.52,17.36,1111.04,6159.32,20282.2,96.24,0
1859,盛华仁,94,589,2,0,2,2018-07-11,1,145771,114,288,9,3,1,116627,29.5556,369891,8.88889,12.8889,12612.3,377120,954460000,90.4444,0
1860,路甬祥,166,960,2,0,3,2018-09-17,2,765791,94,2895,15,3,1,116644,4.46667,896158,7.13333,0.8,16958,990138,859005000,84.6,0
1861,乌云其木格,132,624,2,0,3,2013-03-14,3,454248,232,624,9,3,1,116664,5.66667,184820,6.66667,1.11111,6410.33,188459,477229000,91.1111,0
1862,韩启德,156,6050,3,2,1,2018-07-11,7,1113793,41,1043,48,4,1,116683,22.12,71213.6,7.04,15.76,2682.24,72645.5,171819000,86.6,0
1863,傅铁山,171,3184,2,0,5,2018-09-17,3,109811,29,206,9,3,1,116700,25.8889,656256,6.77778,6.44444,10345.7,732824,477230000,85,0
1864,肖扬,101,3451,2,3,5,2017-11-02,3,1180680,164,1058,12,3,5,116719,17.9167,415354,8.5,4.08333,14789,423515,1073760000,87.9167,0
1865,唐家璇,67,2977,2,3,5,2012-06-27,3,911337,19,765,7,4,1,116738,6.14286,1075830,7.28571,0.142857,20771.9,1178780,1227140000,81.4286,0
1867,陈良宇,145,1414,2,5,1,2018-09-04,1,4732748,193,2521,14,2,1,116774,30.1429,734305,6.35714,1.92857,11758.6,830908,306814000,74.1429,0
1868,陈至立,119,1102,2,0,2,2018-09-17,3,1698197,35,1588,15,3,1,116794,29.5333,724057,8.33333,10.2,17347.8,776431,1145340000,86.5333,0
1869,周永康,135,2623,5,10,2,2018-07-11,9,43287686,1395,12492,82,3,5,116813,27.12,6428.76,7.44,10,1530.08,6705.84,24830.2,94.88,0
1870,王忠禹,83,616,2,0,2,2018-07-11,2,451089,193,758,9,3,1,116830,19.7778,552241,9.55556,7.44444,18557.7,562995,1431680000,88.5556,0
1871,俞正声,115,925,2,0,1,2018-07-10,3,16346100,599,5386,35,3,1,116849,28.48,4401.88,7.36,9.28,705.4,4588.44,15561.8,97.48,0
1872,廖晖,83,507,2,0,3,2018-09-17,3,919578,65,436,12,2,4,116869,26.0833,845875,6.41667,20.5833,11387.9,958044,357932000,86,0
1873,贺国强,102,633,2,0,1,2018-07-12,1,6297361,147,2090,21,3,1,116891,70.5714,516871,6.2381,0.0952381,12323.6,554276,818101000,89.9048,0
1874,刘延东,114,998,2,0,1,2018-03-23,9,11096336,573,3221,31,3,1,116908,42.92,372569,8.32,18.08,8746.8,402792,515418000,93,0
1875,郭伯雄,193,1800,4,4,1,2018-07-10,6,18034485,440,3291,41,3,1,116926,39.84,180895,6.96,17.48,2739.6,207444,20646.1,88.48,0
1876,曾培炎,127,944,2,0,1,2018-09-17,3,1163171,46,1356,11,3,1,116944,18.2727,687975,7.36364,8.18182,13983.5,753550,780917000,86.8182,0
1879,帕巴拉·格列朗杰,68,503,2,0,1,2018-03-14,4,910147,54,416,29,3,1,2201371,96.56,348902,10.6,52.32,13304.7,355757,859046000,93.96,0
1880,李贵鲜,103,590,2,0,1,2018-07-11,1,405266,13,187,9,3,1,117007,19.7778,369705,8.77778,7.44444,12619.4,376948,954459000,90.3333,0
1882,张思卿,94,1143,2,0,3,2018-09-18,3,140778,7,130,8,3,1,117034,10.625,942212,7.5,0.125,18391.8,1032350,1073750000,82,0
1884,丁光训,96,4165,3,0,4,2018-09-18,3,311530,419,1728,11,4,1,117073,4.09091,1070050,6.54545,0.181818,16632.2,1195230,780911000,82.7273,0
1885,霍英东,230,4117,4,0,5,2017-01-10,3,9024106,182,8511,14,3,1,117093,3,1008990,8.71429,0.0714286,25833.9,1069590,1840710000,76.5714,0
1886,马万祺,229,4640,9,2,6,2018-09-18,9,387184,12,318,51,3,1,117111,56.8,342720,5.52,18.44,3288.08,395426,11332.4,81.92,0
1889,张克辉,67,612,2,0,1,2018-07-13,2,121259,50,193,11,3,1,117164,51.3636,466789,8.90909,31.3636,15303.3,475780,1171380000,90.6364,0
1890,中华人民共和国人民法院,0,174,0,0,0,2017-03-15,0,213079,44,385,5,1,1,7146275,2.6,331897,8.4,0.2,11392.6,338540,859008000,76.8,0
1891,周铁农,82,521,3,0,7,2018-07-12,1,541132,408,1767,37,3,1,117205,34.12,475864,6.56,4.2,9911.76,531469,343616000,80,0
1892,郝建秀,91,2632,2,5,4,2015-09-16,3,284016,47,257,9,3,2,46823,94.7778,369668,8.88889,0,12429.8,376969,954459000,87.2222,0
1893,中国共产党,332,8299,8,9,6,2018-08-28,13,14714223,3191,53677,57,1,1,117227,25.96,174833,6.68,9.84,1960.56,201191,17096.8,95.12,0
