id,title,abstract,content,s_content,t_content,img,lasttime,ref,click,share,good,edittime,tag,items,lemmaID,editor_goodVersionCount,editor_commitPassedCount,editor_level,editor_featuredLemmaCount,editor_createPassedCount,editor_commitTotalCount,editor_experience,editor_passRatio,flag
3830,郭富城,627,8216,7,10,30,2018-09-27,117,16817094,133,11806,874,4,2,149106,55.24,343814,6.28,41,3492.12,396495,18984.8,90.28,1
3833,重庆南开中学,400,6598,7,13,8,2018-09-18,42,1798759,191,2139,328,3,1,149163,46.8,587616,6.24,47.92,6950.28,668025,171812000,86.92,1
3836,奥地利,661,16562,17,34,10,2018-09-18,8,5410385,264,3934,326,3,1,149221,23.4,849225,5.56,23,7212.32,980685,5000.08,82.76,1
3837,余华,202,1343,5,4,3,2018-09-04,19,4087049,1329,5509,130,3,13,6935,34.72,352459,6.24,26.16,3774.12,405306,16021.2,87.08,1
3839,蔡少芬,431,2182,6,5,30,2018-08-28,45,16910055,100,11053,546,3,1,149258,204.88,343372,6.64,168.32,3222.64,396038,32520.4,93.12,1
3847,罗伯托·巴乔,345,8113,7,5,5,2018-10-01,67,2074928,76,2356,137,5,1,5464649,20.76,170624,5.92,20.76,1469.48,197056,6448.4,83.88,1
3854,阿拉伯联合酋长国,530,13668,15,42,30,2018-10-14,23,7867136,419,6079,290,1,2,198760,9.96,520646,6.52,11,7202.04,599802,18782.1,82,1
3869,庞德,330,3863,6,8,4,2018-10-12,18,2059045,907,2771,147,1,9,1313,73.12,242314,6.96,73.92,3809.36,270161,171818000,86.24,1
3871,杨幂,527,6671,8,17,0,2018-10-16,394,119581278,4246,279123,2740,5,1,149851,169.32,4177.64,8.84,172.28,3.84,4271.52,33088.5,95.2,1
3876,安室奈美惠,565,3160,5,4,28,2018-09-20,40,5399815,30,11502,254,3,1,149933,144.84,348303,7.48,133.28,3126.08,401191,33215,93.12,1
3878,东京大学,636,8374,7,12,15,2018-06-12,32,3016272,149,5927,243,2,1,149972,26.72,414019,5.48,20.28,6385,467949,171810000,89.6,1
3880,周渝民,379,2832,7,6,30,2018-09-01,36,13506421,149,24191,464,5,1,150010,50.16,350345,6.48,49.32,3900.56,403020,17705.1,86.88,1
3888,荔浦芋,284,3666,7,10,6,2018-07-17,10,35464,10,149,25,0,1,150152,224.68,484895,6.32,112.04,11274.2,540334,343648000,82.8,1
3894,韩红,547,6406,8,9,16,2018-09-25,98,17613440,1456,10830,316,3,6,17753,28.92,174359,5.56,29.12,2493.64,200823,13095.2,85.8,1
3895,贾森·基德,470,9125,9,13,7,2018-09-12,41,1943559,38,1607,267,5,1,7253268,6.16,173721,6.08,6.24,1910.64,200367,8675.64,89.84,1
3897,徐静蕾,501,3679,7,10,0,2018-09-18,58,14635096,577,11792,561,4,1,150307,49.96,513599,5.96,49.72,6104.2,592626,19739.4,86.72,1
3901,黄雅莉,615,2467,5,4,30,2018-09-05,62,2700344,23,5056,316,4,2,150371,173.4,514249,5.44,163.2,4376.44,593325,28598.2,74.04,1
3902,跆拳道,627,12963,10,20,13,2018-09-03,26,6193120,600,11703,413,0,7,14455,21.36,585282,4.44,19.48,6475,665510,171801000,85.76,1
3907,香蕉,244,13165,9,40,12,2018-09-18,9,7964018,573,8265,541,3,3,150475,91.56,854894,5.36,51.8,8310.8,986402,18970.5,82,1
3908,钱三强,293,4656,5,6,6,2018-06-11,18,2840046,116,5005,171,3,1,150491,55.56,345708,6.04,35.44,3325.72,398417,15169,86.84,1
3925,北京大观园,199,1622,7,11,3,2018-09-10,11,882133,75,814,54,2,10,514375,41.24,318082,6.08,36.8,6809.04,347723,343612000,81.8,1
3931,保定,682,12647,12,31,23,2018-09-04,87,6035748,2027,9850,839,1,5,84913,4.6,523276,6.44,5.16,9597.6,602299,24727.1,83.12,1
3939,僵尸,164,1499,7,2,0,2018-08-31,12,15413821,462,22131,49,8,15,12002598,24.32,408166,4,23.6,5121.24,462072,171804000,84.84,1
3948,子夜,201,7998,6,8,6,2018-09-11,6,1635032,163,2245,129,3,10,15929,30.48,418577,5.36,24.52,5060.64,472613,171808000,79.48,1
3951,田馥甄,613,5521,7,9,23,2018-09-13,151,24041299,169,34795,1072,4,1,152436,90.96,347773,8.44,70.72,3817.72,400711,26824.3,84.32,1
3954,怪盗基德,198,20383,10,19,17,2018-10-12,24,10605741,1898,42478,1706,2,24,160874,27.36,342164,6.32,36.32,2910.84,394783,12459.8,92.52,1
3955,易门县,227,4722,10,10,7,2018-09-18,9,248595,59,421,52,1,1,151241,85.84,713956,7.28,61.8,12307.2,796700,515415000,87.68,1
3962,赵灵儿,259,8013,7,7,4,2018-02-19,13,2567381,93,7198,337,2,8,145380,264.24,8969.96,10.2,250.32,211.36,9221.44,76472.7,92.8,1
3971,刘翔,457,6908,8,11,15,2018-07-13,35,12981994,463,28045,899,5,24,5836,54.84,192008,7.04,32.24,3231.68,218780,22051.7,89.48,1
3972,黄磊,574,3780,8,11,0,2018-07-15,82,24923585,724,6328,307,6,29,6617,178.24,176196,7.52,172.76,1751.36,202766,41080.6,87.72,1
3973,吕布,360,9509,6,16,8,2018-10-14,54,15267248,1074,25299,603,0,23,9592,45.56,171865,6.44,29.96,1485.24,198314,10656.8,85.28,1
3975,阮籍,127,6451,10,14,7,2018-09-18,25,1429703,269,2507,142,2,1,151579,471.48,408522,6,118.24,5648.96,462436,171828000,87.8,1
3977,切·格瓦拉,335,10909,8,16,17,2018-09-04,18,5961519,423,13818,330,3,8,7390,23.68,511819,5.4,16.36,4305.68,590762,3430.16,86.76,1
3987,玉兰,212,4373,6,8,6,2018-09-13,4,2986114,568,2971,183,3,13,33695,49.64,537402,6.32,24.16,9384.48,593806,515406000,81.48,1
3991,栖霞山,361,4093,6,13,19,2018-09-06,22,848478,127,1064,114,0,2,151842,94.2,522172,6.88,88.52,4520.8,601403,25304.3,85.48,1
3994,猕猴,359,3433,9,8,3,2018-06-20,9,600868,38,841,90,1,2,151897,2077.8,420482,6.36,636.72,8768.52,474651,171944000,88.52,1
3995,西宁,306,11746,13,30,16,2018-09-18,22,6193371,338,3727,330,1,3,37036,20.8,520193,6.48,20.04,9569.44,599213,25100.3,87.92,1
3996,嵇康,335,8583,10,17,12,2018-09-27,63,3465124,1845,7626,415,2,2,151928,761.08,518468,9.12,308.36,4821.28,597310,68265.2,90.32,1
3999,北京故宫,556,12133,9,27,30,2018-10-11,82,15443779,2886,18931,347,4,12,345415,119.4,352018,8.4,125,5214.44,404925,50919.1,91.76,1
4001,Linkin Park,616,5239,6,0,28,2018-09-18,41,5725776,34,26675,548,1,2,152011,83.4,344466,8.84,78.68,3403.04,397303,28867.6,89,1
4005,首尔,556,8300,9,22,12,2018-08-22,15,5907684,321,5638,406,1,2,61723,8.24,340155,4.8,7.6,2941.08,392900,3401.24,76.8,1
4006,陈登,269,3938,5,12,4,2018-08-20,15,866097,49,686,116,3,5,10363,226.36,180609,7.8,210.44,1722.72,207298,39422.8,86.84,1
4007,康乾盛世,458,20245,13,25,4,2018-06-11,141,1045794,119,1758,437,1,5,77520,389.6,362443,10.04,242.32,4664.8,415832,86281.6,92.04,1
4009,武功山,438,13714,6,17,18,2018-06-11,21,2650156,185,1260,366,0,4,1025050,30.84,483051,6.88,28.52,8133.16,538452,343613000,82.48,1
4013,深田恭子,688,4460,6,8,30,2018-09-15,68,6570063,71,5722,321,2,1,152190,250.16,348810,9,245.6,3616.28,401656,57094.6,92.64,1
4015,城市猎人,163,5500,9,4,30,2018-09-16,41,49216448,138,44190,455,8,13,5985553,58.2,240042,7.4,58.88,3629.64,267672,171814000,93.08,1
4026,南京,682,17133,14,40,30,2018-09-21,337,22627263,2654,33494,1628,0,5,23952,41.84,352923,8.04,36.88,3320.8,405960,23234.7,85.12,1
4029,田馥甄,613,5521,7,9,23,2018-09-13,151,24043528,169,34795,1072,4,1,152436,90.96,347772,8.44,70.72,3817.96,400712,26825.8,84.4,1
4032,白马寺,257,9529,5,11,11,2018-08-21,11,2818172,742,3360,183,1,15,4680,24.4,545128,5.88,17.64,9389.68,601626,515404000,89.76,1
4035,大悲禅院,220,5907,9,4,8,2018-06-11,17,299678,49,309,47,2,2,1098761,47.12,668701,8.12,43.12,10440.9,750464,343687000,88.24,1
4036,拉斐尔·桑西,182,6282,6,0,8,2018-06-15,136,1663212,148,636,104,4,23,817303,75,176471,9.16,60.56,1863.48,203151,49409.3,97,1
4037,西安工业大学,556,10436,6,19,6,2018-10-12,20,1931253,121,1170,323,3,1,152558,145.76,187510,8.36,116.8,2715.52,214108,37788.8,95.32,1
4039,迈克尔·杰克逊,590,8642,7,8,0,2018-09-18,35,31709674,494,239583,1838,5,3,170984,73.88,415922,5.68,53.88,5777.76,470001,171817000,91.12,1
4042,雪豹,339,6726,9,7,10,2018-07-28,14,5508089,234,9268,312,2,10,337,62.72,184621,7.2,33.48,3165.68,211153,20935.2,94.4,1
4043,淮南师范学院,506,5568,8,12,30,2018-09-18,4,747266,199,713,139,10,1,152646,92.64,409627,6.04,78.76,5148.76,463586,171815000,87.12,1
4046,黄海冰,298,1967,6,4,30,2018-08-31,50,8318013,93,6690,541,3,1,152703,5.84,341472,4.88,6.24,2851.76,394123,1658,82.64,1
4049,张子萱,263,2456,7,6,16,2018-09-18,36,47286227,275,8534,279,4,1,152750,106.72,342522,7.2,108.68,3198.36,395165,21425,87.6,1
4055,大连,601,16480,14,37,16,2018-10-16,28,14780013,1460,18185,766,3,3,152852,35.68,697510,7.76,29.92,11824.4,802972,37859.4,86.56,1
4057,博爱县,147,6247,10,12,1,2018-07-02,16,420563,28,158,52,1,10,1759046,25.76,175069,5.48,15.6,1588.64,201500,9004,87.8,1
4059,周培公,93,1977,5,6,0,2018-06-20,9,4277417,232,3504,79,1,1,152906,254.6,416735,7.28,253.88,5437.84,471017,171847000,85.76,1
4067,玛丽亚·凯莉,451,5213,7,4,30,2018-06-17,80,5326387,123,21781,331,6,2,674468,70.2,408197,6.72,62.56,5111.6,462095,171813000,89.8,1
4068,沈从文,243,4436,6,16,3,2018-09-02,16,6584798,472,10355,370,2,1,153063,18.84,476993,6.08,18.44,7261.48,532312,343607000,84.96,1
4085,梅,455,15531,10,18,15,2018-08-06,9,3042143,601,2651,57,2,39,5615328,5248.72,193332,9.36,1606.04,11419.5,220266,371716,89.84,1
4095,张学良,407,7490,5,11,12,2018-09-01,20,36357094,2817,15435,288,2,7,385,8.68,246426,6.04,6.04,3866.92,274525,171810000,86.72,1
4098,华南理工大学,640,10463,6,16,10,2018-10-16,50,6987506,340,4085,610,13,1,134597,35,356155,7.72,23.76,6370.16,409196,26319,90.08,1
4104,王淦昌,244,5089,6,3,3,2018-06-11,12,829303,106,1151,103,3,3,153661,65.92,346177,5.28,59,2989.04,399018,15412.2,86,1
4105,猫科动物,375,10650,8,10,2,2018-06-15,18,1525252,93,1387,424,2,3,71877,7727.28,206401,11.32,2339.32,15192,233483,532195,94.64,1
4107,黄鹤楼,553,4241,8,6,7,2018-08-30,18,7805991,860,15195,685,2,12,62298,17.52,581923,5.68,13.16,6585.2,662165,171804000,81.92,1
4109,灰原哀,156,18138,11,22,3,2018-09-03,39,10291228,1945,64670,3008,2,1,153730,17.68,340240,5.32,23.44,2844.92,392800,6696.64,87.64,1
4112,河北,569,18747,13,36,11,2018-10-06,33,10291766,963,15111,1004,2,5,65777,76.16,344167,6.48,70.2,3141,396888,17424.8,89.72,1
4113,太阳岛,102,3762,6,10,5,2018-06-05,15,912912,69,1005,83,0,10,1845,25.04,242514,4.24,15.52,3661.36,270192,171807000,78.28,1
4117,鸸鹋,346,3460,10,0,3,2018-06-06,7,1834831,122,1720,130,2,1,153856,1547.8,204113,4.28,470.24,4129.68,230743,107537,82.76,1
4120,中国矿业大学,643,15146,7,13,24,2018-10-16,70,5512399,158,3245,653,11,1,153915,28.92,353909,6.6,29.32,5432.72,406728,19771.5,89.04,1
4121,中国石油化工集团公司,632,17525,8,19,11,2018-10-14,56,2742437,204,1847,278,5,1,2543737,19.4,197345,8.56,14.36,9324.48,223977,46928.6,94.24,1
4124,吉林大学,657,14500,7,19,9,2018-10-09,37,6544364,760,6200,582,12,1,153987,82.2,353672,7.76,65.72,4599.2,406586,28191.7,90.4,1
4131,拙政园,379,15252,7,22,15,2018-08-26,32,5244965,491,2977,183,2,1,154079,28.76,374617,6.52,19.6,7986.24,404855,515406000,86.4,1
4140,暨南大学,641,18306,8,14,10,2018-08-13,90,8937028,402,3781,470,11,1,154250,4.8,340886,4.68,5,3047.76,393537,2593.56,83.92,1
4141,江苏,642,17682,13,41,13,2018-10-15,63,18369528,809,10817,1739,2,1,154268,11.68,508811,4.68,10.72,4367.84,587682,1634.6,84.48,1
4144,牡丹,552,17344,12,24,23,2018-08-06,13,7165008,989,10889,514,2,40,6080,1666.2,355653,6.72,555.8,6917.08,408661,130803,87.84,1
4146,颜真卿,457,17092,9,19,16,2018-09-12,128,2955466,547,4970,406,4,4,66560,243.16,514481,7.52,164.28,4306.44,593319,34515.3,90.48,1
4150,浙江,500,16226,13,31,13,2018-10-04,46,15685780,486,9260,1163,1,1,154399,24.8,174011,6,17.4,2513.2,200539,12446.5,90.96,1
4154,缙云山,317,5805,6,15,9,2018-06-11,15,693801,38,818,72,2,2,154464,46.72,552836,7.2,27.76,10625.3,609486,515417000,85.96,1
4157,庐山,399,9510,8,14,21,2018-10-01,36,7529728,488,9385,475,3,3,154518,439.12,423529,9.36,439.68,18052.1,477735,171894000,87.84,1
4160,阿拉斯加州,261,4503,7,7,5,2018-07-03,6,3687578,260,3653,166,0,3,1947146,23.64,306679,6.44,8.08,5841.52,335810,343606000,87.56,1
4169,周传雄,639,2750,6,4,28,2018-09-03,38,6083942,120,7915,261,7,2,154732,415.88,348148,7.68,415.96,3091.76,400907,76342.4,87.32,1
4173,鄱阳湖,287,21039,9,12,30,2018-07-24,29,127701,11,3892,19,1,3,19437048,2022.58,12066.8,11.1579,525.421,2843.58,12295.7,116915,96.6842,1
4177,布拉格恋人,106,886,8,6,15,2018-08-14,13,1012663,1,463,71,6,9,10868972,61.92,236724,4.68,60.56,3620,264298,171812000,89.24,1
4184,矮牵牛,143,5602,7,8,9,2018-06-11,10,1007476,55,545,142,3,1,154962,8.64,406803,3.68,6.04,5088.6,460779,171801000,78.48,1
4185,长江,494,15902,6,14,19,2018-10-14,18,7968127,991,31016,832,1,6,388,20.2,342301,3.16,20.36,2887.32,394900,3737.52,77.32,1
4187,石家庄,544,14876,15,30,13,2018-09-17,54,7508698,1310,19866,1128,1,3,154997,41.04,517264,7.08,39.64,6301.56,596461,23887,86.2,1
4190,林峰,687,10388,7,16,0,2018-08-30,192,31244991,7765,41086,1572,3,33,6283,315.68,176816,10.52,303.72,1737.76,203245,66210.6,93.36,1
4194,霹雳布袋戏,390,5740,8,3,11,2018-06-30,136,9223507,621,10662,606,3,1,155118,10.68,342509,5.6,10.72,2936,395068,5670.84,89.52,1
4196,罂粟,352,5111,10,0,2,2018-06-06,4,8271701,290,11393,58,3,3,155154,2584.6,246745,7,783.96,8403.36,274655,171981000,87.6,1
4200,张磊,403,3243,5,4,8,2018-10-13,65,4407003,8,1459,67,2,112,18248034,700.8,178428,9.08,700.4,1960.8,204858,125434,93.96,1
4202,马龙·白兰度,392,1122,5,3,27,2018-07-04,16,6560886,60,8287,150,3,1,2487100,26.28,540190,6.2,24.36,9441.64,596710,515405000,86.52,1
4205,越南,387,21333,16,57,9,2018-09-23,34,13613231,881,7291,599,1,1,155278,41.68,514059,6,41.36,4926.68,593029,14650,86,1
4207,辽宁省交通高等专科学校,324,5090,5,10,8,2018-09-18,40,756973,20,619,76,10,1,155305,155.04,853641,6.56,154.32,7287.12,985178,24666.6,87.04,1
4213,钱学森,585,10309,7,12,19,2018-10-08,57,15931285,2218,60187,960,6,7,26105,1.76,943499,5.48,1.88,14688.9,1053740,687198000,79.04,1
4214,松花江,123,17664,7,12,5,2018-09-05,9,1345187,102,1795,142,3,6,29902,204.4,538387,6.88,63.48,9660.64,594791,515413000,86.12,1
4219,仙剑奇侠传三,333,10232,10,16,30,2018-07-19,63,15358639,316,57821,180,5,3,5128963,156.32,174088,7.84,149.48,1480.92,200438,42954.5,93.28,1
4224,杨绛,260,2700,7,2,6,2018-10-04,18,11255775,752,15424,413,1,1,155576,99.28,348536,6.76,74.32,3511.44,401427,26152.1,90.36,1
4231,毛利兰,142,11747,10,13,3,2018-10-13,33,4225080,1111,28910,2223,2,1,155703,25.4,341366,6.12,31.76,2859.72,393952,10563.5,92.44,1
4233,山东,605,16870,12,35,9,2018-08-29,34,14329999,1679,18851,1702,0,4,155740,21.4,341204,5.08,15.48,3215.36,393895,6636.8,86.48,1
4237,山东理工大学,646,13964,7,18,9,2018-09-29,378,2787476,511,8069,1216,8,1,155814,3.44,342204,4.24,3.4,3063.8,394754,2137.52,90.32,1
4244,兰花,405,10025,9,17,30,2018-08-15,18,3792095,728,8085,18,1,10,15278221,3578.06,249742,7.5,1083.44,8199.39,286686,245350,89.3889,1
4249,东北师范大学,456,8297,6,16,11,2018-08-01,29,3735144,410,3050,272,10,1,156004,53.8,348241,6.4,42.44,3711.48,400917,14126.6,91.52,1
4253,罗伯托·巴乔,345,8113,7,5,5,2018-10-01,67,2075162,76,2356,137,5,1,5464649,20.76,170624,5.92,20.76,1469.48,197058,6451.32,83.48,1
4255,山东鲁能泰山足球俱乐部,456,10747,8,17,13,2018-08-14,36,1631285,114,1890,634,5,1,10044438,12.28,178838,7,8.72,3122.6,205782,16940,89.52,1
4256,长城,486,20419,10,18,30,2018-10-04,100,16045649,4012,69029,949,0,8,14251,683.32,536259,10,689.4,22171.9,615487,135405,90.08,1
4258,马尔代夫,358,13366,14,45,23,2018-10-14,23,15331826,742,9964,550,1,2,156155,4.08,516332,5.88,3.92,6345.6,595260,11765.3,87.96,1
4265,普宁,320,14972,15,35,11,2018-07-13,38,2275564,3218,8809,582,0,2,978,11.56,174583,4.76,9.6,1786.6,201035,6055.36,86.6,1
4266,寂静岭,158,4111,8,2,0,2018-07-19,9,10870834,117,46,27,5,8,5302421,25.88,239116,6.68,23.12,4379.12,266832,171813000,90.48,1
4274,窦唯,188,2667,7,3,30,2018-10-09,26,16615571,160,7389,213,5,1,156394,93.24,341582,6.32,33.36,3130.08,394308,7628.2,85.92,1
4279,汕头,518,16882,13,44,11,2018-09-18,48,4543444,570,6041,694,1,1,156487,138.08,515319,7.52,128.16,5769.56,594420,31506,86.96,1
4281,林青儿,187,3523,7,5,1,2018-06-07,10,1442070,28,2608,108,2,15,878874,122.92,172926,6.92,116.52,1541,199288,34866.6,89.44,1
4286,伊朗,630,21974,14,58,23,2018-09-18,17,6660567,398,4601,383,3,1,156607,15.12,849394,4.76,16.08,7541.16,980822,3803.88,76.28,1
4290,丹顶鹤,351,5988,10,10,2,2018-09-04,11,2114181,288,5554,205,3,6,75747,2591.44,184021,7.28,789.8,6288.4,210747,183346,90.24,1
4291,临沂,564,18766,13,36,30,2018-10-11,92,7328785,286,5101,874,1,1,156677,10.32,176490,5.68,9.28,4143.24,202935,14868.6,83.4,1
4301,南京工业大学,656,8807,6,14,11,2018-10-11,55,3957829,154,1549,424,10,1,156854,60.68,694068,6.96,54.36,7475.84,799604,29793.6,86.64,1
4309,郑板桥,243,10215,7,15,12,2018-09-04,21,4417353,467,7007,327,3,3,27449,139.96,362764,7.68,119.96,3719.72,415745,30330.8,91.8,1
4311,青海,503,15255,13,32,9,2018-09-26,16,9943464,483,5338,451,1,6,31638,64.4,511785,6.64,60.4,4853.04,590768,18120.4,85.72,1
4314,嵩山,567,14807,7,19,17,2018-10-08,39,2919609,786,4309,287,2,4,5671,110,341560,8.08,70.48,3033.04,394498,21077.3,94.44,1
4318,玉溪,328,10958,13,29,3,2018-06-11,17,1862081,93,1517,168,1,3,13139,33.68,361477,7.84,29.72,10406.8,414342,41474.5,89.12,1
4319,茅盾文学奖,187,3925,8,5,8,2018-09-18,6,1952563,112,3219,89,2,1,157136,30.28,340550,5.24,23.28,3001.32,393318,9804.76,77.88,1
4323,桂花,332,13803,10,25,2,2018-10-11,22,7480188,862,10756,485,1,11,157211,3170.08,384555,9.04,982.4,14481.6,415045,515631000,91.56,1
4332,宝鸡中学,194,2397,7,2,4,2018-09-18,8,188781,28,484,62,2,1,157379,53.44,473331,5.24,42.52,7235.32,528464,343608000,84.96,1
4333,广东石油化工学院,420,6048,6,14,6,2018-08-11,54,1251618,325,2441,187,2,1,2357073,110.16,179586,6.96,109.84,1677.84,206393,26378.4,89.56,1
4334,佟丽娅,459,7563,7,12,0,2018-10-16,129,49726220,1167,51145,1502,3,14,2794873,135.16,343883,7.92,136.4,3077.12,396537,29975.5,92.16,1
4343,孙莉,291,1079,5,4,20,2018-10-13,17,16006089,157,3992,169,3,13,18470,121.24,748705,5.64,105.72,8086.76,855309,171821000,86.44,1
4344,梦幻西游,210,12642,6,14,4,2018-06-06,15,5626179,574,15691,416,4,7,157573,9.12,471659,6.76,8.8,10097.3,503749,687206000,89.64,1
4347,聊城大学,542,6873,7,15,7,2018-10-08,21,1992600,66,1582,249,11,1,157630,6.72,513981,5.32,5.84,5032,592891,4910.04,85.88,1
4354,西南科技大学,613,8104,6,15,15,2018-09-22,35,3593925,140,2186,380,10,1,157737,19.52,174533,6,17.44,2412.76,200918,11987.8,91.12,1
4355,湖南师范大学,610,6564,6,10,5,2018-09-21,21,3752956,144,1729,320,9,1,157748,38.04,182331,6.32,29.68,3291.76,208962,16929,90.08,1
4356,水仙,329,16694,12,35,5,2018-06-11,15,5053718,5820,18466,449,1,39,6410,3636.56,364710,8.4,1113.32,9256.64,417887,253709,88.8,1
4372,成都信息工程大学,652,14569,8,21,30,2018-09-14,23,1558040,146,500,89,7,1,4743774,51.88,185505,7.16,52.68,1950.84,212010,18435.4,93.16,1
4377,嘉定区,421,13300,12,21,9,2018-09-07,16,1138490,92,547,141,1,4,3506976,250.68,189123,8.72,246.6,10157.2,215935,67588,93.12,1
4380,安徽,502,13286,13,34,23,2018-10-15,30,14590464,793,10295,2272,1,1,37014,236.08,344578,8.44,230.44,3195.36,397417,46604.1,89.36,1
4381,赤西仁,471,2029,6,7,30,2018-06-13,38,5127279,83,17923,475,4,1,158165,85.56,410279,6.8,80.84,5387,464171,171818000,88.28,1
4382,欧·亨利,355,5633,6,2,13,2018-07-02,14,1797476,181,7569,236,2,1,1589284,17.04,172151,4.76,15.64,2242.52,198520,11773.7,76.52,1
4384,旅夜书怀,276,4035,5,4,0,2018-06-06,8,1059203,74,6758,150,2,1,158209,1375,346523,5.44,345.32,4634.16,399142,77634.8,86.8,1
4385,天津医科大学,474,3476,8,10,5,2018-10-14,26,1487934,292,1176,145,9,1,158231,42.96,350030,7.32,28.92,4325.84,402909,23211,89.44,1
4386,郭敬明,505,4637,6,11,0,2018-08-31,157,36740413,1097,94589,1553,1,1,158248,38.28,519256,6,38.76,4816.84,598368,12249.7,86.04,1
4387,埃及,639,21995,14,46,21,2018-09-18,23,7036782,480,9933,453,0,1,158267,5.6,857092,6.2,3.88,9975.48,988693,17773.3,82.4,1
4401,山东农业大学,604,11398,6,16,4,2018-07-01,30,1782721,177,1178,330,11,1,158527,15.4,346124,4.8,11.8,3220,398753,6767.48,85.32,1
4409,凯文·乐福,244,7286,7,2,11,2018-09-25,81,3006656,88,1859,213,4,38,9678682,70.44,173660,6.88,63.72,1461.28,200044,27048.8,94.72,1
4411,荷花,351,15026,11,24,30,2018-09-26,30,5610736,914,18248,772,1,25,158674,1549.28,351172,4.96,472.68,5572.6,403932,105654,75.12,1
4412,夜雨寄北,280,2586,5,4,4,2018-09-18,9,3628182,278,12380,293,2,1,158693,108.6,406808,5.92,55.16,5369.6,460812,171814000,84.36,1
4415,山东科技大学,406,5388,6,19,4,2018-09-15,39,3323850,157,1567,426,11,1,158750,6.72,179372,5.48,6.08,3753.12,205794,12913.8,90.48,1
4417,奥黛丽·赫本,506,5272,7,5,30,2018-09-08,10,30329652,421,45552,594,0,1,123909,113.04,343891,5.6,113.2,3275.48,396658,23441.6,84.72,1
4421,聂耳,347,4372,7,12,3,2018-09-12,18,2439590,392,7770,177,2,2,25310,112.16,587743,8,107.56,6695.56,668275,171825000,86.2,1
4424,明道,671,5172,7,7,0,2018-08-28,63,12010181,1437,59959,1163,6,4,24327,757.88,347719,9.44,757.28,3438.2,400415,134109,90.2,1
4431,沃尔夫冈·阿玛多伊斯·莫扎特,558,14479,7,14,7,2018-08-09,38,4550777,443,12110,223,3,6,6129936,15.84,307080,7.08,11.6,5963.12,336289,343609000,84.84,1
4434,北京工业大学,503,6166,6,12,8,2018-10-14,38,3381577,237,2350,258,10,1,159077,20.04,512533,4.76,13.68,4356.4,591460,2430.2,84.84,1
4446,杜鹃,370,20435,10,34,28,2018-09-12,6,6419814,714,4087,251,4,2,18876,3091.24,588707,7.52,936.16,11856.6,669128,172018000,89.08,1
4449,AIR,85,1278,6,7,12,2018-08-09,8,3591953,51,11603,46,2,11,6324278,78.04,249117,7.24,69.6,4191.56,277132,171834000,89.32,1
4451,鲁迅文学奖,328,3691,11,12,5,2018-09-18,19,428167,51,905,108,1,1,159357,27.64,343259,6.16,5.92,4094,396236,11841.8,82.08,1
4457,郑则仕,395,1786,5,5,30,2018-09-03,27,5822388,37,3331,261,3,4,3034319,16.8,645218,5.4,16.28,8684,726755,343603000,86.88,1
4459,工藤新一,255,13950,9,16,5,2018-10-05,44,7296100,1487,37150,2270,2,1,159496,7.96,339685,5.04,8.96,2867.08,392254,3742.6,90.36,1
4461,太原科技大学,590,6139,6,10,6,2018-09-18,34,1448173,529,2520,207,10,1,159534,41.56,512505,5,23.2,4495.52,591520,6574.48,87.2,1
4468,罗永浩,332,4242,5,15,7,2018-09-12,26,11955886,642,10581,269,5,2,26814,15.28,685686,4.64,15.12,6669.44,790904,7448.4,84.68,1
4479,黄河,366,20848,6,13,11,2018-08-29,27,9679660,2072,58441,891,2,57,5394,283,342821,5.76,75.68,3189.8,395535,16296.8,85.76,1
4482,亚里士多德,293,8774,5,2,9,2018-09-05,12,3962318,610,11453,258,6,3,26769,4.4,507883,2.8,3.4,4265.64,586682,-2125.68,75.88,1
4483,城田优,490,1530,5,12,30,2018-09-18,28,1441142,326,5019,167,2,1,159862,78.24,811080,6.64,77.56,10095,918760,343613000,85.44,1
4484,阿根廷,453,21299,14,57,13,2018-09-16,9,5870492,379,4631,458,0,2,77652,2.88,340775,5.32,3.08,2886.12,393494,3224.68,82.68,1
4488,李逍遥,223,12582,6,2,6,2018-09-03,18,4522181,1202,9738,359,4,4,5793,299.36,516402,10.24,283.88,4432.96,595291,81232.7,90.6,1
4491,爱情魔发师,124,3082,8,4,30,2018-06-06,11,2086794,18,2924,156,0,2,159994,39.8,576636,5.12,40.08,6446.04,656790,171808000,82.04,1
4492,北京化工大学,645,6342,7,15,7,2018-10-08,60,2645413,101,1230,266,11,1,160012,149.96,346802,7.76,150.4,3024,399587,29607.1,88.64,1
4493,沙溢,319,3042,7,9,0,2018-09-07,111,13659184,387,13317,853,4,1,160030,167.88,343651,8.64,165.84,3777.36,396260,31781.5,91.6,1
4495,山西大学,619,11582,7,17,24,2018-10-01,189,3000485,162,2101,994,8,1,160067,36.52,345428,7,22.92,3285.4,398234,13978.1,76.44,1
4497,华中科技大学,651,14719,6,14,12,2018-10-12,53,9368909,310,7352,958,13,1,160107,14.12,687050,5.6,10.52,6143.48,792466,9467.6,81.44,1
4498,成都玉林中学,194,3278,5,9,8,2018-07-10,30,86503,22,45,19,1,1,1211280,31.8947,462940,5.89474,14.5263,5551.58,532644,23072.7,83.1579,1
4503,奥兰多魔术队,182,7873,6,2,9,2018-06-28,20,879107,52,931,191,3,9,1322020,112.36,239691,6.92,107.8,3949.64,267484,171823000,86.04,1
